ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType,Link_1
9791,,Practising barrister.,2024-08-03,2024-08-04,,Miscellaneous,Sarah Sackman,5204,,,,Practising barrister.,Other,https://interests-api.parliament.uk/api/v1/Interests/9791
9802,,Unpaid Directorship of Enjoyouretirement Ltd.,2024-08-03,2024-08-04,,Miscellaneous,Richard Tice,5161,,,,Unpaid Directorship of Enjoyouretirement Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9802
9807,,School Governor at Arnold View Primary School. This is an unpaid role.,2024-08-03,2024-08-04,,Miscellaneous,Michelle Welsh,5226,,,,School Governor at Arnold View Primary School. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9807
8806,,"Director, Howard Hodgkin Home Ltd.",2024-08-04,2024-08-04,,Miscellaneous,Alan Gemmell,5185,,02/08/2024,,"Director, Howard Hodgkin Home Ltd.",Other,https://interests-api.parliament.uk/api/v1/Interests/8806
8809,,"Director, LeapX Group Limited.",2024-08-04,2024-08-04,,Miscellaneous,Alan Gemmell,5185,,02/08/2024,,"Director, LeapX Group Limited.",Other,https://interests-api.parliament.uk/api/v1/Interests/8809
10266,,Unpaid Director of Hope Not Hate Ltd.,2024-08-04,2024-08-04,,Miscellaneous,Anna Turley,4449,,11/07/2024,,Unpaid Director of Hope Not Hate Ltd.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10266
10274,,"School Governor, Whale Hill Primary School. This is an unpaid role.",2024-08-04,2024-08-04,2024-09-26,Miscellaneous,Anna Turley,4449,,22/09/2024,,"School Governor, Whale Hill Primary School. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/10274
8775,,Member of the Labour Party National Constitutional Committee.,2024-08-01,2024-08-03,,Miscellaneous,Phil Brickell,5128,,,,Member of the Labour Party National Constitutional Committee.,Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8775
9716,,Trustee of the Royal Society of Public Health. This is an unpaid role.,2024-08-03,2024-08-03,,Miscellaneous,Dr Beccy Cooper,5307,,,,Trustee of the Royal Society of Public Health. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9716
9957,,"Unpaid trustee of international NGO based in Ecuador, Fundacion Futuro Latino Americano.",2024-08-03,2024-08-03,,Miscellaneous,Pippa Heylings,5078,,,,"Unpaid trustee of international NGO based in Ecuador, Fundacion Futuro Latino Americano.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9957
7920,,Director of Piktical Ltd.,2024-07-31,2024-08-02,,Miscellaneous,Marie Goldman,5073,,,,Director of Piktical Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7920
9147,,Elected member of Bassetlaw District Council for Sturton Ward but no longer remunerated,2024-08-01,2024-08-02,,Miscellaneous,James Naish,5047,,,,Elected member of Bassetlaw District Council for Sturton Ward but no longer remunerated,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9147
9578,,Honorary President (unpaid) of East Grinstead Target Shooting Club. This is an unpaid role.,2024-08-02,2024-08-02,,Miscellaneous,Mims Davies,4513,04/04/2023,,,Honorary President (unpaid) of East Grinstead Target Shooting Club. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9578
9598,,"Unpaid Director, Chatham Maritime Trust.",2024-08-02,2024-08-02,,Miscellaneous,Lauren Edwards,5298,,,,"Unpaid Director, Chatham Maritime Trust.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9598
6092,,Parish councillor. This is an unpaid role.,2024-08-02,2024-08-02,,Miscellaneous,Maya Ellis,5228,,,,Parish councillor. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6092
6298,,Trustee of a CIO/CIC organisation called Northfleet Central. This is an unpaid role.,2024-07-31,2024-08-02,,Miscellaneous,Dr Lauren Sullivan,5269,,,,Trustee of a CIO/CIC organisation called Northfleet Central. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6298
9352,,Patron (Board Member) of Cowane's Hospital Trust.,2024-08-02,2024-08-02,,Miscellaneous,Chris Kane,5155,,05/07/2024,,Patron (Board Member) of Cowane's Hospital Trust.,Other,https://interests-api.parliament.uk/api/v1/Interests/9352
9219,,"Kirk Session Member (trustee) of Fairmilehead Parish Church (Church of Scotland), Frogston Road, Edinburgh. This is an unpaid role.",2024-08-02,2024-08-02,,Miscellaneous,Dr Scott Arthur,5212,,,,"Kirk Session Member (trustee) of Fairmilehead Parish Church (Church of Scotland), Frogston Road, Edinburgh. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9219
9113,,Member of the STEP Strategic Collaboration Group (fusion energy prototype plant) as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,2024-08-01,2024-08-02,,Miscellaneous,James Naish,5047,,25/07/2024,,Member of the STEP Strategic Collaboration Group (fusion energy prototype plant) as a result of being the Leader of Bassetlaw District Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9113
9264,,"Project board member of the Jimmy Reid Foundation, a Scottish charitable incorporated organisation. This is an unpaid role.",2024-08-02,2024-08-02,,Miscellaneous,Joani Reid,5079,,,,"Project board member of the Jimmy Reid Foundation, a Scottish charitable incorporated organisation. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9264
8022,,"Governor at Fairway Primary School, Offerton. This is an unpaid role.",2024-08-01,2024-08-02,,Miscellaneous,Lisa Smart,5070,,,,"Governor at Fairway Primary School, Offerton. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8022
9586,,"Unpaid Director, Route to Zero Ltd.",2024-08-02,2024-08-02,,Miscellaneous,Lauren Edwards,5298,,,,"Unpaid Director, Route to Zero Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9586
7917,,Director of Red Glazing Systems Ltd.,2024-07-31,2024-08-02,,Miscellaneous,Marie Goldman,5073,,,,Director of Red Glazing Systems Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7917
6766,,"School Governor, Dr South's CE Primary School, Islip, Oxfordshire. This is an unpaid role.",2024-08-02,2024-08-02,,Miscellaneous,Calum Miller,5346,,,,"School Governor, Dr South's CE Primary School, Islip, Oxfordshire. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6766
6767,,"Director, Bicester Vision Community Interest Company (CIC). This is an unpaid role.",2024-08-02,2024-08-02,,Miscellaneous,Calum Miller,5346,,,,"Director, Bicester Vision Community Interest Company (CIC). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6767
6460,,Labour Party Staff Superannuation Scheme trustee. This is an unpaid role.,2024-07-30,2024-08-02,,Miscellaneous,Michael Wheeler,5242,,,,Labour Party Staff Superannuation Scheme trustee. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6460
7636,,Director of AEC Ltd.,2024-08-01,2024-08-02,,Miscellaneous,Gideon Amos,5250,,,,Director of AEC Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7636
9563,,Member of Torquay Town Deal Board. This is an unpaid role.,2024-08-02,2024-08-02,,Miscellaneous,Steve Darling,5066,02/08/2024,,,Member of Torquay Town Deal Board. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9563
9132,,Member of the Sturton Le Steeple Quarry Liaison Committee run by Aggregate Industries as a result of being the Councillor for Sturton Ward in Bassetlaw,2024-08-01,2024-08-02,,Miscellaneous,James Naish,5047,,,,Member of the Sturton Le Steeple Quarry Liaison Committee run by Aggregate Industries as a result of being the Councillor for Sturton Ward in Bassetlaw,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9132
9215,,Volunteer and Treasurer of Doon valley amateur boxing club. This is an unpaid role.,2024-08-02,2024-08-02,,Miscellaneous,Elaine Stewart,5206,,,,Volunteer and Treasurer of Doon valley amateur boxing club. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/9215
8365,,"Unpaid Director of Tisun Holdco Ltd and subsidiaries: Tisun One Ltd, Tisun Two Ltd, Tisun Three Ltd, Tisun Four Ltd.",2024-07-31,2024-08-02,,Miscellaneous,Richard Tice,5161,,,,"Unpaid Director of Tisun Holdco Ltd and subsidiaries: Tisun One Ltd, Tisun Two Ltd, Tisun Three Ltd, Tisun Four Ltd.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8365
9156,,"The Green Party is in receipt of donations to support legal costs in one legal action in which I am named as a party. The legal proceedings do not concern my personal rights or liabilities, I do not personally receive any donations and the Green Party has agreed to fully indemnify me for any charges and expenses.",2024-08-02,2024-08-02,,Miscellaneous,Adrian Ramsay,5320,25/10/2022,,,"The Green Party is in receipt of donations to support legal costs in one legal action in which I am named as a party. The legal proceedings do not concern my personal rights or liabilities, I do not personally receive any donations and the Green Party has agreed to fully indemnify me for any charges and expenses.",Fund to defray legal costs,https://interests-api.parliament.uk/api/v1/Interests/9156
7919,,Director of Red Installations Ltd.,2024-08-31,2024-08-02,,Miscellaneous,Marie Goldman,5073,,,,Director of Red Installations Ltd.,Financial interest or material benefit,https://interests-api.parliament.uk/api/v1/Interests/7919
7033,,NASUWT National Executive Member for District 30 (North Wales). This is an unpaid role.,2024-07-31,2024-08-02,,Miscellaneous,Steve Witherden,5221,,18/07/2024,,NASUWT National Executive Member for District 30 (North Wales). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7033
8710,,"Advisory Board member, Labour Campaign for International Development.",2024-08-01,2024-08-01,,Miscellaneous,Laura Kyrke-Smith,5341,,05/07/2024,,"Advisory Board member, Labour Campaign for International Development.",Formal role with a party organisation,https://interests-api.parliament.uk/api/v1/Interests/8710
8801,,Trustee of The JRSST Charitable Trust. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Lisa Smart,5070,,08/12/2023,,Trustee of The JRSST Charitable Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8801
8779,,"Company Secretary, Yardley Programme Management Limited. This is an unpaid role.",2024-08-01,2024-08-01,,Miscellaneous,Kirsteen Sullivan,5179,,,,"Company Secretary, Yardley Programme Management Limited. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8779
7034,,Negotiating Secretary NASUWT Wrexham Association. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Steve Witherden,5221,,,,Negotiating Secretary NASUWT Wrexham Association. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7034
8574,,"Member of school governing body of Viking Primary school, Northolt. This is an unpaid role.",2024-08-01,2024-08-01,,Miscellaneous,Deirdre Costigan,5075,,31/07/2024,,"Member of school governing body of Viking Primary school, Northolt. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8574
6543,,Stockport Canal Boat Trust for Disabled People. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Lisa Smart,5070,,,,Stockport Canal Boat Trust for Disabled People. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6543
8795,,Unpaid director of Joseph Rowntree Reform Trust Limited and JRRT (Properties) Limited. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Lisa Smart,5070,,,,Unpaid director of Joseph Rowntree Reform Trust Limited and JRRT (Properties) Limited. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8795
8783,,"Company Director, Yardley Programme Management Limited. This is an unpaid role.",2024-08-01,2024-08-01,,Miscellaneous,Kirsteen Sullivan,5179,,,,"Company Director, Yardley Programme Management Limited. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8783
8790,,"Trustee and Chair, St Michael Mission Trust (registered charity). This is an unpaid role.",2024-08-01,2024-08-01,,Miscellaneous,Gregory Stafford,5351,,,,"Trustee and Chair, St Michael Mission Trust (registered charity). This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8790
7343,,Deputy Leader of Ealing Council. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Deirdre Costigan,5075,,07/07/2024,,Deputy Leader of Ealing Council. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7343
8369,,Member of University College London Hospitals NHS Foundation Trust. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Manuela Perteghella,5122,,,,Member of University College London Hospitals NHS Foundation Trust. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8369
6544,,Trustee of Barrack Hill Educational Charity. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Lisa Smart,5070,,,,Trustee of Barrack Hill Educational Charity. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/6544
8824,,Chair of Age UK Gateshead. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Liz Twist,4618,01/07/2023,,,Chair of Age UK Gateshead. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8824
8858,,I am a parish councillor in the parish of Milton. This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Olly Glover,5318,05/07/2024,,,I am a parish councillor in the parish of Milton. This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8858
7031,,Joint-Negotiating Secretary (Wrexham Teachers Joint Negotiating Committee) and Chairperson/Vice-Chairperson (Teachers Joint Consultative Committee). This is an unpaid role.,2024-08-01,2024-08-01,,Miscellaneous,Steve Witherden,5221,,09/07/2024,,Joint-Negotiating Secretary (Wrexham Teachers Joint Negotiating Committee) and Chairperson/Vice-Chairperson (Teachers Joint Consultative Committee). This is an unpaid role.,Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/7031
8699,,"Trustee of Sands End Arts & Community Centre, a charity that maintains and manages a public arts and community centre in Fulham, London. This is an unpaid role.",2024-07-31,2024-08-01,,Miscellaneous,Ben Coleman,5344,,,,"Trustee of Sands End Arts & Community Centre, a charity that maintains and manages a public arts and community centre in Fulham, London. This is an unpaid role.",Unpaid role,https://interests-api.parliament.uk/api/v1/Interests/8699
