ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,AroseOn,EndDate,DonorName,Description,MiscellaneousInterestType
6621,,"School Governor, Fordley Junior School, North Tyneside. This is an unpaid role.",29/07/2024,29/07/2024,,Miscellaneous,Emma Foody,5029,,,,"School Governor, Fordley Junior School, North Tyneside. This is an unpaid role.",Unpaid role
7145,,Vice Chairman and board member of the G.W Staniforth Trust. This is an unpaid role.,24/07/2024,29/07/2024,,Miscellaneous,Terry Jermy,5338,,30/07/2024,,Vice Chairman and board member of the G.W Staniforth Trust. This is an unpaid role.,Unpaid role
7950,,Chair of Trustees at Victoria Academies Trust - a Multi Academy Trust. This is an unpaid role.,29/07/2024,29/07/2024,,Miscellaneous,Gurinder Josan,5059,,,,Chair of Trustees at Victoria Academies Trust - a Multi Academy Trust. This is an unpaid role.,Unpaid role
7846,,Board Director of Live Active Leisure. This is an unpaid role.,28/07/2024,29/07/2024,,Miscellaneous,Brian Leishman,5196,,,,Board Director of Live Active Leisure. This is an unpaid role.,Unpaid role
7847,,Trustee of Letham Climate Challenge. This is an unpaid role.,28/07/2024,29/07/2024,,Miscellaneous,Brian Leishman,5196,,,,Trustee of Letham Climate Challenge. This is an unpaid role.,Unpaid role
6632,,Trustee of Friends of Carlisle Victorian and Turkish Baths. This is an unpaid role.,29/07/2024,29/07/2024,,Miscellaneous,Ms Julie Minns,5094,,,,Trustee of Friends of Carlisle Victorian and Turkish Baths. This is an unpaid role.,Unpaid role
7714,,Trustee of Dagenham United Charity. This is an unpaid role.,29/07/2024,29/07/2024,,Miscellaneous,Margaret Mullane,5272,,,,Trustee of Dagenham United Charity. This is an unpaid role.,Unpaid role
7761,,"Member, Advisory Board, London AI Campus (education initiative by Camden Learning/ Camden Council, supported by Google). This is an unpaid role.",28/07/2024,29/07/2024,,Miscellaneous,Andrew Pakes,5243,,,,"Member, Advisory Board, London AI Campus (education initiative by Camden Learning/ Camden Council, supported by Google). This is an unpaid role.",Unpaid role
7762,,"Associate Fellow, Digital Future at work research centre, University of Sussex Business School. This is an unpaid role.",28/07/2024,29/07/2024,,Miscellaneous,Andrew Pakes,5243,,,,"Associate Fellow, Digital Future at work research centre, University of Sussex Business School. This is an unpaid role.",Unpaid role
7211,,Councillor at West Lothian Council. This is an unpaid role.,29/07/2024,29/07/2024,,Miscellaneous,Kirsteen Sullivan,5179,,,,Councillor at West Lothian Council. This is an unpaid role.,Unpaid role
7840,,"Trustee, Royal Society for the Prevention of Cruelty to Animals. This is an unpaid role.",28/07/2024,29/07/2024,,Miscellaneous,Imogen Walker,5136,,,,"Trustee, Royal Society for the Prevention of Cruelty to Animals. This is an unpaid role.",Unpaid role
7549,,Member of the Conference Arrangement Committee for the Annual Labour Party Conference.,26/07/2024,26/07/2024,,Miscellaneous,Katrina Murray,5309,,,,Member of the Conference Arrangement Committee for the Annual Labour Party Conference.,Unpaid role
7547,,Member of the National Executive Council of the trade union UNISON.,26/07/2024,26/07/2024,,Miscellaneous,Katrina Murray,5309,,04/08/2024,,Member of the National Executive Council of the trade union UNISON.,Unpaid role
7523,,I am admitted as a solicitor by the Law Society of Scotland.,25/07/2024,26/07/2024,,Miscellaneous,John Grady,5170,,,,I am admitted as a solicitor by the Law Society of Scotland.,Other
7614,,Director of Monki Dog Care Ltd.,26/07/2024,26/07/2024,,Miscellaneous,Mike Tapp,5266,,,,Director of Monki Dog Care Ltd.,Financial interest or material benefit
7439,,Advisory Board Member of Software Sustainability Institute. This is an unpaid role.,25/07/2024,26/07/2024,,Miscellaneous,Dan Aldridge,5172,,,,Advisory Board Member of Software Sustainability Institute. This is an unpaid role.,Unpaid role
7460,,Director of Lynton Commercial Holdings Limited. This is an unpaid role.,25/07/2024,26/07/2024,,Miscellaneous,Sadik Al-Hassan,5312,,,,Director of Lynton Commercial Holdings Limited. This is an unpaid role.,Unpaid role
7437,,Trustee of Somewhere to Go charity in Weston-super-Mare. This is an unpaid role.,25/07/2024,26/07/2024,,Miscellaneous,Dan Aldridge,5172,,,,Trustee of Somewhere to Go charity in Weston-super-Mare. This is an unpaid role.,Unpaid role
7064,,Leader of Council and Councillor in Redbridge Council. This is an unpaid role.,23/07/2024,26/07/2024,,Miscellaneous,Jas Athwal,5227,,,,Leader of Council and Councillor in Redbridge Council. This is an unpaid role.,Unpaid role
7370,,"County Councillor, Town Ward, Monmouth. This is an unpaid role.",25/07/2024,26/07/2024,,Miscellaneous,Catherine Fookes,5291,,,,"County Councillor, Town Ward, Monmouth. This is an unpaid role.",Unpaid role
7577,,Director of Women Leading in AI. This is an unpaid role.,26/07/2024,26/07/2024,,Miscellaneous,Dr Allison Gardner,5334,,,,Director of Women Leading in AI. This is an unpaid role.,Unpaid role
7580,,Honorary Senior Research Fellow at Keele University. This is an unpaid role.,26/07/2024,26/07/2024,,Miscellaneous,Dr Allison Gardner,5334,,,,Honorary Senior Research Fellow at Keele University. This is an unpaid role.,Unpaid role
7642,,Trustee of the Scouts in East Fife. This is an unpaid role.,26/07/2024,26/07/2024,,Miscellaneous,Stephen Gethins,4434,,30/09/2024,,Trustee of the Scouts in East Fife. This is an unpaid role.,Unpaid role
7424,,"Governor of Burton Manor School, Stafford. This is an unpaid role.",25/07/2024,26/07/2024,,Miscellaneous,Leigh Ingham,5290,08/07/2024,,,"Governor of Burton Manor School, Stafford. This is an unpaid role.",Unpaid role
7538,,Trustee of Dawn's New Horizon CIO. This is an unpaid role.,26/07/2024,26/07/2024,,Miscellaneous,Alice Macdonald,5133,,,,Trustee of Dawn's New Horizon CIO. This is an unpaid role.,Unpaid role
7089,,"Borough Councillor, Redcar and Cleveland Borough Council. This is an unpaid role.",23/07/2024,26/07/2024,,Miscellaneous,Luke Myer,5147,,,,"Borough Councillor, Redcar and Cleveland Borough Council. This is an unpaid role.",Unpaid role
6288,,"School governor at Willowbrook Primary School, Exeter. This is an unpaid role.",26/07/2024,26/07/2024,,Miscellaneous,Steve Race,5064,,,,"School governor at Willowbrook Primary School, Exeter. This is an unpaid role.",Unpaid role
7130,,Councillor on South Gloucestershire Council. This is an unpaid role.,24/07/2024,26/07/2024,,Miscellaneous,Claire Young,5140,,,,Councillor on South Gloucestershire Council. This is an unpaid role.,Unpaid role
7399,,Vice Chair of Labour North Regional Executive Committee.,25/07/2024,25/07/2024,,Miscellaneous,Lewis Atkinson,5028,,,,Vice Chair of Labour North Regional Executive Committee.,Formal role with a party organisation
7402,,Personal License holder of a company that owns venue. This is an unpaid role.,25/07/2024,25/07/2024,,Miscellaneous,Shivani Raja,5068,,,,Personal License holder of a company that owns venue. This is an unpaid role.,Unpaid role
7533,,GMB Trade Union Representative on Labour Party's National Policy Forum.,25/07/2024,25/07/2024,,Miscellaneous,Warinder Juss,5230,,,,GMB Trade Union Representative on Labour Party's National Policy Forum.,Formal role with a party organisation
7531,,Member of the Central Executive Council of the GMB Trade Union.,25/07/2024,25/07/2024,,Miscellaneous,Warinder Juss,5230,,,,Member of the Central Executive Council of the GMB Trade Union.,Unpaid role
7371,,"School Governor, Monmouth Comprehensive School. This is an unpaid role.",25/07/2024,25/07/2024,,Miscellaneous,Catherine Fookes,5291,,,,"School Governor, Monmouth Comprehensive School. This is an unpaid role.",Unpaid role
7133,,"Senior Visiting Fellow, War Studies Department, King's College London. This is an unpaid role.",24/07/2024,24/07/2024,,Miscellaneous,Mike Martin,5219,,,,"Senior Visiting Fellow, War Studies Department, King's College London. This is an unpaid role.",Unpaid role
7135,,Trustee of the charity Vetlife. This is an unpaid role.,24/07/2024,24/07/2024,,Miscellaneous,Dr Danny Chambers,5304,,,,Trustee of the charity Vetlife. This is an unpaid role.,Unpaid role
7115,,Final remuneration from Wychavon District Council in relation to my role as a district councillor which ended on 6 July 2024. The value is below the threshold for registration under Category 1.,24/07/2024,24/07/2024,,Miscellaneous,Bradley Thomas,5186,06/07/2024,06/07/2024,,Final remuneration from Wychavon District Council in relation to my role as a district councillor which ended on 6 July 2024. The value is below the threshold for registration under Category 1.,Financial interest or material benefit
7063,,Unpaid Director of NWSD Professional Services Ltd.,24/07/2024,24/07/2024,,Miscellaneous,Mr Paul Foster,5074,05/07/2024,,,Unpaid Director of NWSD Professional Services Ltd.,Unpaid role
7060,,Unpaid director of WT IP Ltd.,24/07/2024,24/07/2024,,Miscellaneous,Mr Paul Foster,5074,05/07/2024,,,Unpaid director of WT IP Ltd.,Unpaid role
7146,,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",24/07/2024,24/07/2024,,Miscellaneous,Terry Jermy,5338,,,,"Councillor to Thetford Town Council (Thetford Priory Ward). This is an unpaid role, with no allowance or benefits.",Unpaid role
6960,,"Non executive director of UK100, local government climate action network.",23/07/2024,24/07/2024,,Miscellaneous,Ms Polly Billington,5123,,08/07/2024,,"Non executive director of UK100, local government climate action network.",Unpaid role
7256,,"Unitary Authority Councillor for Keswick, on Cumberland Council. This is an unpaid role.",24/07/2024,24/07/2024,,Miscellaneous,Markus Campbell-Savours,5124,,,,"Unitary Authority Councillor for Keswick, on Cumberland Council. This is an unpaid role.",Unpaid role
7136,,Director and shareholder of Veterinary Voices LTD.,24/07/2024,24/07/2024,,Miscellaneous,Dr Danny Chambers,5304,,,,Director and shareholder of Veterinary Voices LTD.,Financial interest or material benefit
7134,,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,24/07/2024,24/07/2024,,Miscellaneous,Dr Danny Chambers,5304,,,,Council Member of the Royal College of Veterinary Surgeons (regulatory body for the Veterinary Profession). This is an unpaid role.,Other
6498,,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,24/07/2024,24/07/2024,,Miscellaneous,Adam Dance,5191,,,,Governor of Somerset NHS Foundation Trust. This is an unpaid role.,Unpaid role
7275,,"Trustee, Best for Britain. This is an unpaid role.",24/07/2024,24/07/2024,,Miscellaneous,Miatta Fahnbulleh,5099,,08/07/2024,,"Trustee, Best for Britain. This is an unpaid role.",Unpaid role
7144,,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",24/07/2024,24/07/2024,,Miscellaneous,Terry Jermy,5338,,,,"Member of the Charles Burrell Centre Ltd Board, a community benefit society. I served as the Chairman of the Board 11 July 2024. This is an unpaid role.",Unpaid role
1447,,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",14/03/2023,23/07/2024,,Miscellaneous,Jess Phillips,4370,21/10/2015,17/07/2024,,"A director of the Lionel Cooke Memorial Fund, a fund that provides for political organisations to undertake activity such as encouraging wider political representation. This is an unpaid role.",Unpaid role
6600,,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",23/07/2024,23/07/2024,,Miscellaneous,Sir Nicholas Dakin,4056,,,,"Trustee Of Lindsey Lodge, Scunthorpe. This is an unpaid role.",Unpaid role
6601,,Board Member of Hull and Humber Chamber. This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Sir Nicholas Dakin,4056,,,,Board Member of Hull and Humber Chamber. This is an unpaid role.,Unpaid role
6948,,Trustee of North Lincolnshire MIND. This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Sir Nicholas Dakin,4056,,,,Trustee of North Lincolnshire MIND. This is an unpaid role.,Unpaid role
6951,,Trustee of Ability Access (dormant charity). This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Mr Peter Bedford,5330,,,,Trustee of Ability Access (dormant charity). This is an unpaid role.,Unpaid role
7012,,Bradford on Avon Town Councillor. This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Sarah Gibson,5239,,,,Bradford on Avon Town Councillor. This is an unpaid role.,Unpaid role
7024,,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Gill German,5104,,15/07/2024,,Non-executive Director at Denbighshire Leisure Limited.  This is an unpaid role.,Unpaid role
7051,,County Councillor Ynys Mon Council. This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Llinos Medi,5085,,,,County Councillor Ynys Mon Council. This is an unpaid role.,Unpaid role
7058,,Unpaid Directorship of Project Furnishings Management Ltd.,23/07/2024,23/07/2024,,Miscellaneous,Mr Paul Foster,5074,,,,Unpaid Directorship of Project Furnishings Management Ltd.,Unpaid role
7050,,Mountain Rescue Team Member. This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Josh MacAlister,5033,05/07/2024,,,Mountain Rescue Team Member. This is an unpaid role.,Unpaid role
7054,,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",23/07/2024,23/07/2024,,Miscellaneous,Llinos Medi,5085,,,,"Chair of Governors, Bodedern Secondary School. This is an unpaid role.",Unpaid role
7055,,"School Governor, Llanfechell Primary School. This is an unpaid role.",23/07/2024,23/07/2024,,Miscellaneous,Llinos Medi,5085,,,,"School Governor, Llanfechell Primary School. This is an unpaid role.",Unpaid role
7053,,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",23/07/2024,23/07/2024,,Miscellaneous,Llinos Medi,5085,,,,"Community Councillor, Llannerchymedd Community Council. This is an unpaid role.",Unpaid role
7071,,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,23/07/2024,23/07/2024,,Miscellaneous,Mr Paul Foster,5074,,,,A 10% shareholding in WT IP Ltd.  The shareholding is below the threshold for registration.,Other
7090,,"School Governor, New Marske Primary School. This is an unpaid role.",23/07/2024,23/07/2024,,Miscellaneous,Luke Myer,5147,,,,"School Governor, New Marske Primary School. This is an unpaid role.",Unpaid role
7083,,Hatfield Town Councillor (Parish Council). This is an unpaid role.,23/07/2024,23/07/2024,,Miscellaneous,Lee Pitcher,5233,,,,Hatfield Town Councillor (Parish Council). This is an unpaid role.,Unpaid role
6815,,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Member, Advisor Board, Our Scottish Future (a think tank). This is an unpaid role.",Unpaid role
6816,,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,23/04/2023,21/07/2024,,"Chair, Scottish Fabians and ex officio Executive Member, Fabian Society. This is an unpaid role.",Unpaid role
6817,,"Trustee, Birkmyre Trust. This is an unpaid role.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Trustee, Birkmyre Trust. This is an unpaid role.",Unpaid role
6818,,"Trustee, Watt Institution Trust Fund. This is an unpaid role.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Trustee, Watt Institution Trust Fund. This is an unpaid role.",Unpaid role
6819,,"Unpaid Director, IM Campaigns Ltd.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Unpaid Director, IM Campaigns Ltd.",Unpaid role
6820,,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",22/07/2024,22/07/2024,,Miscellaneous,Martin McCluskey,5129,,,,"Board Member, Inverclyde Integration Joint Board. This is an unpaid role.",Unpaid role
6836,,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,22/07/2024,22/07/2024,,Miscellaneous,Henry Tufnell,5121,,,,Trustee of the Carlie Tufnell Charitable Trust. This is an unpaid role.,Unpaid role
