public_whip_id,member_name,category_name,earliest_declaration,latest_declaration,free_text,extracted_orgs,extracted_sum
uk.org.publicwhip/person/25910,Ben Everitt,Employment and earnings,2020-01-11,2020-04-27,"Councillor, Aylesbury Vale District Council, The Gateway, Gatehouse Road, Aylesbury HP19 8FF. I receive a monthly allowance of £285. Hours: 10 hrs a month. (Registered 23 December 2019)",Councillor; Aylesbury Vale District Council,285
uk.org.publicwhip/person/25909,Zarah Sultana,Miscellaneous,2020-07-20,2022-09-05 (latest),"From 6 July 2020, a trustee of the Albany Theatre, Coventry. This is an unpaid role. (Registered 09 July 2020)",the Albany Theatre; Coventry,
uk.org.publicwhip/person/25909,Zarah Sultana,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: Glastonbury Festival Events Ltd,Glastonbury Festival Events Ltd,
uk.org.publicwhip/person/25909,Zarah Sultana,"Gifts, benefits and hospitality from UK sources",2022-01-17,2022-09-05 (latest),Name of donor: Kanya King,,
uk.org.publicwhip/person/25909,Zarah Sultana,"Gifts, benefits and hospitality from UK sources",2022-07-11,2022-09-05 (latest),Name of donor: Liverpool Football Club and Athletic Grounds Limited,Liverpool Football Club,
uk.org.publicwhip/person/25909,Zarah Sultana,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2022-09-05 (latest),Name of donor: Unite the Union,,
uk.org.publicwhip/person/25909,Zarah Sultana,Employment and earnings,2020-01-11,2021-01-18,"20 December 2019, received £1,129.65 from the Labour Party at Labour Central, Kings Manor, Newcastle NE1 6PA, for work as a community organiser. Hours: none since my election. (Registered 08 January 2020)",the Labour Party; Labour Central,"1,129.65"
uk.org.publicwhip/person/25908,Olivia Blake,Visits outside the UK,2022-06-27,2022-09-05 (latest),Name of donor: Medical Aid for Palestinians,,
uk.org.publicwhip/person/25908,Olivia Blake,Visits outside the UK,2022-08-08,2022-09-05 (latest),Name of donor: Refugee Asylum and Migration Policy (RAMP),,
uk.org.publicwhip/person/25908,Olivia Blake,(b) Any other support not included in Category 2(a),2022-01-04,2022-09-05 (latest),"Name of donor: The Refugee, Asylum and Migration Policy Project (RAMP)",Asylum,
uk.org.publicwhip/person/25908,Olivia Blake,"Gifts, benefits and hospitality from UK sources",2021-09-20,2022-08-08,Name of donor: Sustain: the alliance for better food and farming,,
uk.org.publicwhip/person/25908,Olivia Blake,Miscellaneous,2020-05-11,2021-03-15,"Until 3 March 2020, Member of Sheffield City Council, Town Hall, Pinstone St, SH1 2HH. I received no allowances after my election to Parliament. (Registered 11 January 2020; updated 06 May 2020)",Sheffield City Council; Parliament,
uk.org.publicwhip/person/25908,Olivia Blake,Employment and earnings,2020-01-11,2021-01-18,"23 December 2019, received £346.71 from Sheffield City Council, Town Hall, Pinstone St, SH1 2HH for services as a Councillor before my election. (Registered 11 January 2020)",Sheffield City Council,346.71
uk.org.publicwhip/person/25908,Olivia Blake,Employment and earnings,2020-01-11,2021-01-18,"23 December 2019, received £517.55 from Sheffield Health and Social Care Trust, Fulwood House, Old Fulwood Rd, S10 3TH, for services as a non-executive director. Hours: none since my election. (Registered 11 January 2020)",Sheffield Health and Social Care Trust; Fulwood House; S10 3TH,517.55
uk.org.publicwhip/person/25908,Olivia Blake,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Fire Brigades Union,Fire Brigades Union,
uk.org.publicwhip/person/25908,Olivia Blake,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: GMB,,
uk.org.publicwhip/person/25908,Olivia Blake,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Unite the union,,
uk.org.publicwhip/person/25908,Olivia Blake,Miscellaneous,2020-01-11,2020-04-27,"Member of Sheffield City Council, Town Hall, Pinstone St, SH1 2HH. I receive no allowances since my election to Parliament. (Registered 11 January 2020)",Sheffield City Council; Parliament,
uk.org.publicwhip/person/25907,Elliot Colburn,Miscellaneous,2020-01-11,2022-09-05 (latest),"Councillor, London Borough of Sutton. From 28 December 2019, I receive no allowances for this role. (Registered 09 January 2020)",,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-01-17,2022-09-05 (latest),Name of donor: Carlton Club Political Committee,Carlton Club Political Committee,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-11-15,2022-09-05 (latest),Name of donor: Martin Armstrong,,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-01-04,2021-12-13,Name of donor: Martin C Armstrong,,
uk.org.publicwhip/person/25907,Elliot Colburn,Employment and earnings,2020-01-11,2021-01-18,"27 December 2019, received £704.47 from the London Borough of Sutton, Civic Offices, St Nicholas Way, Sutton SM1 1EA, for my role as a Councillor. Hours: 25 hrs. (Registered 09 January 2020)",Sutton,
uk.org.publicwhip/person/25907,Elliot Colburn,Employment and earnings,2020-01-11,2021-01-18,"31 December 2019, received £1,032.54 from IPSA, 2nd Floor, 85 Strand, London WC2R 0DW, for my role as Parliamentary Assistant to Alister Jack MP and Colin Clark MP. Hours: none since my election. (Registered 09 January 2020)",IPSA; 2nd Floor,"1,032.54"
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: D Contracts Ltd,,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: IPGL,,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Red House,Red House,
uk.org.publicwhip/person/25907,Elliot Colburn,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: United and Cecil Club,Cecil Club,
uk.org.publicwhip/person/25906,Alicia Kearns,Miscellaneous,2022-08-08,2022-09-05 (latest),"From 23 June 2022, Board Member of the Great British-China Centre, a not-for-profit company limited by guarantee operating as an executive non-departmental public body, established by the Foreign, Commonwealth and Development Office to support UK-China relations. (Registered 28 July 2022)",Board; the Great British-China Centre,
uk.org.publicwhip/person/25906,Alicia Kearns,"Gifts, benefits and hospitality from UK sources",2021-11-29,2022-09-05 (latest),Name of donor: Attitude Magazine Foundation (a subsidiary of Stream Publishing Ltd),Attitude Magazine Foundation; Stream Publishing Ltd,
uk.org.publicwhip/person/25906,Alicia Kearns,"Gifts, benefits and hospitality from UK sources",2021-08-23,2022-09-05 (latest),Name of donor: Brunswick Group LLP,Brunswick Group LLP,
uk.org.publicwhip/person/25906,Alicia Kearns,Visits outside the UK,2022-01-17,2022-09-05 (latest),Name of donor: Kingdom of Bahrain Ministry of Foreign Affairs,Kingdom of Bahrain Ministry of Foreign Affairs,
uk.org.publicwhip/person/25906,Alicia Kearns,"Gifts, benefits and hospitality from UK sources",2022-01-04,2022-09-05 (latest),"Name of donor: The Great Britain China Centre (executive non-departmental body of the FCDO, but also sponsored by HSBC, Prudential, abrdn and Arup)",The Great Britain China Centre; FCDO; HSBC; Prudential,
uk.org.publicwhip/person/25906,Alicia Kearns,"Gifts, benefits and hospitality from UK sources",2021-06-28,2022-06-27,Name of donor: British Phonographic Industry,British Phonographic Industry,
uk.org.publicwhip/person/25906,Alicia Kearns,Employment and earnings,2020-01-11,2021-01-18,"27 December 2019, received £1,238.71 from B&S Europe, Boulevard de la Woluwe 2, 1150 Brussels, Belgium, for providing technical expertise on government capacity building. Hours: none since my election. (Registered 09 January 2020)",B&S Europe,"1,238.71"
uk.org.publicwhip/person/25906,Alicia Kearns,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Mr Mark Samworth,,
uk.org.publicwhip/person/25906,Alicia Kearns,"Gifts, benefits and hospitality from UK sources",2020-01-11,2021-01-18,Name of donor: Mr Tim Hart,,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2022-08-08,2022-09-05 (latest),"14 July 2022, received £225. Hours: 1 hr. (Registered 04 August 2022)",,225
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2022-08-08,2022-09-05 (latest),"3 August 2022, received £225. Hours: 30 mins. (Registered 04 August 2022)",,225
uk.org.publicwhip/person/25905,James Daly,Miscellaneous,2020-03-16,2022-09-05 (latest),"From 2 March 2020, Chair of Conservative Friends of Kashmir. (Registered 11 March 2020)",Chair of Conservative Friends of Kashmir,
uk.org.publicwhip/person/25905,James Daly,Miscellaneous,2021-02-01,2022-09-05 (latest),"I became a non-practising partner in Crompton Halliwell Solicitors on 13 December 2019, and started practising again (unpaid) from 10 December 2020. (Registered 8 January 2020; updated 05 January 2021)",Crompton Halliwell Solicitors,
uk.org.publicwhip/person/25905,James Daly,"Gifts, benefits and hospitality from UK sources",2022-06-13,2022-09-05 (latest),Name of donor: Football League Ltd,Football League Ltd,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-05-16,2022-09-05 (latest),Name of donor: Geoffrey Blanning,,
uk.org.publicwhip/person/25905,James Daly,"Gifts, benefits and hospitality from UK sources",2022-09-05 (latest),2022-09-05 (latest),Name of donor: R&A Championships Ltd,R&A Championships Ltd,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-05-03,2022-09-05 (latest),Name of donor: The Carlton Club Political Committee,The Carlton Club Political Committee,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2022-08-08,2022-09-05 (latest),Name of donor: The Portcullis Club,,
uk.org.publicwhip/person/25905,James Daly,"Gifts, benefits and hospitality from UK sources",2022-05-16,2022-09-05 (latest),Name of donor: Tracingboard Ltd,Tracingboard Ltd,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2022-08-08,2022-09-05 (latest),"Payments from Ipsos MORI, 3 Thomas More Square, London E1W 1YW, for surveys. These fees are used to support my constituency office and work.",,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2021-07-26,2022-06-27,Name of donor: IX Wireless Limited,,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2021-04-26,2022-04-19,"Until 22 March 2021, Councillor, Bury Metropolitan Borough Council, Bury Town Hall, Knowsley Street, Bury BL9 0ST. I received a monthly allowance of £738. Hours: 10-20 hrs a month. (Registered 08 January 2020; updated 14 April 2021)",Bury Metropolitan Borough Council; Bury Town Hall,738
uk.org.publicwhip/person/25905,James Daly,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2021-05-17,2022-04-19,"Until 30 April 2021, residential property in Mirfield, occupied by a family member: (i). (Registered 08 January 2020; updated 10 May 2021)",,
uk.org.publicwhip/person/25905,James Daly,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-11-23,2021-10-18,"From 7 February 2020 until 2 October 2020, house in Huddersfield: (i). (Registered 11 March 2020; updated 17 November 2020)",Huddersfield,
uk.org.publicwhip/person/25905,James Daly,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-01-11,2021-04-26,"Residential property in Mirfield, occupied by a family member: (i). (Registered 08 January 2020)",,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2021-02-01,2021-04-12,"Councillor, Bury Metropolitan Borough Council, Bury Town Hall, Knowsley Street, Bury BL9 0ST. Until further notice, I receive a monthly allowance of £738. Hours: 10-20 hrs a month. (Registered 08 January 2020)",Bury Metropolitan Borough Council; Bury Town Hall,738
uk.org.publicwhip/person/25905,James Daly,Visits outside the UK,2020-03-30,2021-03-15,Name of donor: Government of Pakistan,,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2020-01-11,2021-01-18,"20 December 2019, received £1,252. This includes an additional allowance received as Conservative Group Leader. Hours: approx. 10 hrs since my election to Parliament. (Registered 08 January 2020)",Conservative Group; Parliament,"1,252"
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2020-01-11,2021-01-18,"Councillor, Bury Metropolitan Borough Council, Bury Town Hall, Knowsley Street, Bury BL9 0ST:",Bury Metropolitan Borough Council; Bury Town Hall,
uk.org.publicwhip/person/25905,James Daly,Miscellaneous,2020-01-11,2021-01-18,Equity stake below the registrable threshold in Crompton Halliwell Solicitors. I became a non-practising partner on 13 December 2019. (Registered 08 January 2020),Crompton Halliwell Solicitors,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Mayfield Chicks Ltd,Mayfield Chicks Ltd,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Robert D Calrow,,
uk.org.publicwhip/person/25905,James Daly,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,2020-01-11,2021-01-18,Name of donor: Stalbury Trustees,,
uk.org.publicwhip/person/25905,James Daly,Employment and earnings,2020-01-11,2021-01-18,"Until further notice, I receive a monthly allowance of £738. Hours: 10-20 hrs a month. (Registered 08 January 2020)",,738
uk.org.publicwhip/person/25905,James Daly,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",2020-03-16,2020-11-09,"From 7 February 2020, house in Huddersfield: (i). (Registered 11 March 2020)",Huddersfield,
