public_whip_id,member_name,registry_date,category_type,category_name,free_text,extracted_orgs,extracted_money
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,1,Employment and earnings,"30 June 2021, received £850 for three articles for the Mace magazine. Hours: approx. 4 hrs. (Registered 19 July 2021)",,850
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,1,Employment and earnings,"25 June 2021, received £300 from the Irish Times, 10-16 D'Olier Street, Dublin 2, Ireland, for an article. Hours: approx. 1.5 hrs. (Registered 19 July 2021)",the Irish Times; Dublin 2,300
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,1,Employment and earnings,"30 June 2021, received £250 from the Catholic Herald, Herald House, Lambs Passage, Bunhill Row, London EC1Y 8TQ, for two articles. Hours: 2.5 hrs. (Registered 19 July 2021)",the Catholic Herald; Herald House,250
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Gamesys Group,Gamesys Group,
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: R&A Championships Ltd,R&A Championships Ltd,
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year",Flat in London: (i) and (ii).,,
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,8,Miscellaneous,"From 31 March 2020 until further notice, unpaid partner of Infotagion LLP, an independent fact checking service. This involves a commitment of 10 hrs per month. (Registered 28 April 2020)",Infotagion LLP,
uk.org.publicwhip/person/24744,Damian Collins,2022-05-16,8,Miscellaneous,"From 20 July 2020 until further notice, unpaid board member of the Center for Countering Digital Hate, a not for profit NGO headquartered in London that seeks to disrupt the architecture of online hate and misinformation. This involves a commitment of 2 hrs per month. (Registered 22 July 2020)",the Center for Countering Digital Hate,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Andrew Donaldson Byrne,,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: National Liberal Club,National Liberal Club,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Mentorn Media,,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","A seventh share in a bungalow in Suffolk, owned with family members: (i). (Registered 08 January 2020)",,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 19 October 2020, a third share in a cottage in Suffolk, owned with family members: (i). (Registered 28 October 2020)",,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,8,Miscellaneous,"Founder Member and from 19 February 2020, a Trustee of Ask for Clive, an LGBT and inclusivity charity. (Registered 08 January 2020; updated 26 February 2020)",,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,8,Miscellaneous,"From 6 July 2020, director (unpaid) and sole member of Daisy Cooper Campaigns Ltd; a company limited by guarantee, which supports my work as an MP by providing additional staff resources. (Registered 17 July 2020)",Daisy Cooper Campaigns Ltd,
uk.org.publicwhip/person/25901,Daisy Cooper,2022-05-16,8,Miscellaneous,"From 10 March 2020, Vice President (unpaid) of the Local Government Association (LGA), which works with councils to support, promote and improve local government. (Registered 20 November 2020)",the Local Government Association; LGA,
uk.org.publicwhip/person/10131,Yvette Cooper,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/10131,Yvette Cooper,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/10131,Yvette Cooper,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: MPM Connect Ltd,MPM Connect Ltd,
uk.org.publicwhip/person/10131,Yvette Cooper,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: The Rugby Football League Ltd,The Rugby Football League Ltd,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Creggan Enterprises Ltd,Creggan Enterprises Ltd,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,4,Visits outside the UK,Name of donor: International Peace Bureau,International Peace Bureau,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,4,Visits outside the UK,Name of donor: Podemos,,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,4,Visits outside the UK,Name of donor: Universidad de Guadalajara,,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,8,Miscellaneous,I am likely to benefit from a legal fund managed by JBC Defence Ltd which was set up on 16 October 2020 to help meet any legal costs which I or my supporters incur in relation to allegations of defamation. (Registered 30 October 2020),JBC Defence Ltd,
uk.org.publicwhip/person/10133,Jeremy Corbyn,2022-05-16,8,Miscellaneous,"From 13 October 2020, unpaid director of the Peace and Justice Project, a company limited by guarantee, of Clifton House, The Coalface, 46 Clifton Terrace, London N4 3JP, and launched on 17 January 2021. The company promotes peace and justice issues, both domestic and international. (Registered 26 February 2021; updated 16 December 2021 and 25 February 2022)",the Peace and Justice Project; Clifton House; Coalface,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,2,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,Name of donor: Maurizio Bragagni,,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,2,(b) Any other support not included in Category 2(a),Name of donor: Michael Fry,,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Heineken UK Ltd,Heineken UK Ltd,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,3,"Gifts, benefits and hospitality from UK sources","Name of donor: Delphi Economic Forum (non-profit, non-partisan organisation)",,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","Flats in Glasgow and London, the latter owned jointly with my wife: (i) and (from June 2016) (ii). (Registered 02 June 2015; updated 28 June 2016 and 11 October 2016)",,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,8,Miscellaneous,"From 18 July 2019, non-practising solicitor in England and Wales; member of the Law Society of England and Wales. (Registered 22 October 2015; updated 23 July 2019)",the Law Society of England,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,8,Miscellaneous,"From 31 October 2016, non-practising solicitor and notary public in Scotland.   (Registered 22 October 2015; updated 9 November 2016)",,
uk.org.publicwhip/person/25413,Alberto Costa,2022-05-16,9,Family members employed and paid from parliamentary expenses,"I employ my spouse, Dr Maria Costa, as part-time Office Manager. (Registered 20 April 2016)",,
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"Payments received for my work at the bar of England and Wales, all done before my election. All earnings in this capacity were received subject to deductions for the costs of my chambers:",,
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"4 October 2021, received £4,200 plus VAT from Slater & Gordon LLP, 50-52 Chancery Lane, London WC2A 1HL. (Registered 08 November 2021)",Slater & Gordon LLP,"4,200"
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"1 March 2022, received £1,750 plus VAT from Thorneycrofts, Bridge Street Mills, Bridge Street, Macclesfield SK11 6QA. (Registered 01 March 2022)",Thorneycrofts; Macclesfield,"1,750"
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"3 March 2022, received £421.88 plus VAT from Slade Legal, the Greenhouse, Stratton Way, Abingdon OX14 3QP. (Registered 03 March 2022)",Slade Legal,421.88
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"4 May 2022, received £1,750 plus VAT from Thorneycrofts, Bridge Street Mills, Bridge Street, Macclesfield SK11 6QA. (Registered 04 May 2022)",Thorneycrofts; Macclesfield,"1,750"
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,1,Employment and earnings,"27 April 2022, payment of £6,412.50 plus VAT from Slater & Gordon LLP, 50-52 Chancery Lane, London WC2A 1HL. (Registered 12 May 2022)",Slater & Gordon LLP,"6,412.50"
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,8,Miscellaneous,"Member of the Bar of England and Wales, not currently practising. (Registered 18 November 2016)",the Bar of England,
uk.org.publicwhip/person/25593,Robert Courts,2022-05-16,8,Miscellaneous,"From 12 February 2020, Chair of the Commons and Lords RAF Association. (Registered 09 March 2020)",,
uk.org.publicwhip/person/25890,Claire Coutinho,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: UK Music Ltd,UK Music Ltd,
uk.org.publicwhip/person/25890,Claire Coutinho,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: Hanover Communications International Ltd,Hanover Communications International Ltd,
uk.org.publicwhip/person/25890,Claire Coutinho,2022-05-16,3,"Gifts, benefits and hospitality from UK sources",Name of donor: UK Music Ltd,UK Music Ltd,
uk.org.publicwhip/person/25890,Claire Coutinho,2022-05-16,6,"Land and property portfolio: (i) value over £100,000 and/or (ii) giving rental income of over £10,000 a year","From 24 August 2020, a flat in London: (i) and, from 16 February 2021, (ii). (Registered 28 September 2020; updated 16 February 2021)",,
uk.org.publicwhip/person/25288,Ronnie Cowan,2022-05-16,8,Miscellaneous,"From 2 December 2021, Trustee of Man On! Inverclyde, a suicide prevention peer support service for the men of Inverclyde. This is an unpaid role. (Registered 02 December 2021)",the men of Inverclyde,
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,Practice at the Bar of England and Wales. All earnings in this capacity were received subject to a deduction of 13.5% for the costs of my chambers.,the Bar of England,
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"Payments from the Khan Partnership Solicitors, 48-49 Russell Square, London WC1B 4JP:",the Khan Partnership Solicitors,
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"15 April 2021, received £7,312.50 (no VAT) for legal services provided in February 2021. Hours: 8 approx. (Registered 10 May 2021)",,"7,312.50"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"23 April 2021, received £24,000 plus VAT for legal services provided in April 2021. Hours: 24 hrs approx. (Registered 10 May 2021)",,"24,000"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"31 May 2021, received £4,800 plus VAT for legal services provided in March 2021. Hours: 5 hrs approx. (Registered 07 June 2021)",,"4,800"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"30 September 2021, received £4,166.67 plus VAT for legal services provided in June 2021. Hours: 4 hrs approx. (Registered 08 October 2021)",,"4,166.67"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"31 December 2021, received £14,400 plus VAT for legal services provided between 1 November 2020 and 31 March 2021. Hours: 14 hrs approx. (Registered 25 January 2022)",,"14,400"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"17 January 2022, received £4,800 plus VAT for legal services provided between 1 November 2020 and 31 March 2021. Hours: 4.5 hrs approx. (Registered 09 February 2022)",,"4,800"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"From 28 September 2020 until further notice, Consultant Global Counsel (international legal services) to Withers LLP, 20 Old Bailey, London EC4M 7AN. From 1 November 2021, I will receive £400,000 plus VAT annually, to be paid quarterly, in return for an expected commitment of up to 41 hours a month. (Registered 19 October 2020; updated 19 October 2021)",,"400,000"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"Additional payments from Withers LLP, 20 Old Bailey, London EC4M 7LN:",Withers LLP,
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"15 April 2021, received £52,535.84 (no VAT) for legal services provided between 25 January 2021 and 28 February 2021. Hours: 60 hrs approx. (Registered 10 May 2021)",,"52,535.84"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"20 May 2021, received £45,354.48 (no VAT) for legal services provided between 28 February 2021 and 26 March 2021. Hours: 55 hrs approx. (Registered 07 June 2021)",,"45,354.48"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"4 June 2021, received £72,569.39 (no VAT) for legal services provided between 26 March 2021 and 29 April 2021. Hours: 89 hrs approx. (Registered 21 June 2021)",,"72,569.39"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"1 July 2021, received £156,916.08 (no VAT) for work undertaken between 29 April 2021 and 31 May 2021. Hours: 140 hrs approx. (Registered 26 July 2021)",,"156,916.08"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"31 August 2021, received £63,143.03 (no VAT) for legal services provided between 1 June 2021 and 30 June 2021. Hours: 50 hrs approx. (Registered 21 September 2021)",,"63,143.03"
uk.org.publicwhip/person/11541,Geoffrey Cox,2022-05-16,1,Employment and earnings,"14 September 2021, received £46,716.29 (no VAT) for legal services provided between 1 July 2021 and 31 July 2021. Hours: 40 hrs approx. (Registered 07 October 2021)",,"46,716.29"
